ingredient,allergen,category,severity
orange sanguine 4 %),None,Unknown,Safe
colorants naturels (e150,None,Unknown,Safe
cake mix (sugar,None,Unknown,Safe
hibiscus flower extract,None,Unknown,Safe
beurre dont lait) 3,None,Unknown,Safe
fleur de sureau bio 14%,None,Unknown,Safe
organic beet puree,None,Unknown,Safe
3% (poivre blanc,None,Unknown,Safe
anchovy puree (fish),None,Unknown,Safe
graines de lupin,None,Unknown,Safe
enzymes (enzymes,None,Unknown,Safe
mozzarella 13% (lait,None,Unknown,Safe
tomates 34%,None,Unknown,Safe
basilic 9%,None,Unknown,Safe
poudre persil,None,Unknown,Safe
organic coconut milk (water,None,Unknown,Safe
contains anchovies),None,Unknown,Safe
monterey jack cheese with jalapeno peppers (pasteurized milk,None,Unknown,Safe
manteiga de (lecitina de soja),None,Unknown,Safe
2 % (ciboulette,None,Unknown,Safe
fromage pecorino 5%,None,Unknown,Safe
natural grapefruit flavor,None,Unknown,Safe
fruit de fenouil (foenicu/um vulgare),None,Unknown,Safe
soy sauce powder (wheat,None,Unknown,Safe
dark chocolate (chocolate sugar cane sugar,None,Unknown,Safe
4% blaubeeren,None,Unknown,Safe
prepared dark red kidney beans,None,Unknown,Safe
potatoes (potatoes,None,Unknown,Safe
viande et gras de veau,None,Unknown,Safe
viande de canard 18%,None,Unknown,Safe
black pepper and naturally derived citric acid),None,Unknown,Safe
soy lecithin (an emulsifiere)),None,Unknown,Safe
bucco di cacao,None,Unknown,Safe
citywest,None,Unknown,Safe
molasses (sugar cane molasses and maltodextrin),None,Unknown,Safe
marc de pomme 9 %,None,Unknown,Safe
harina de trigr,None,Unknown,Safe
yuca (tapioca),None,Unknown,Safe
paprika carrots,None,Unknown,Safe
tomato concentrate (tomato paste,None,Unknown,Safe
(caramel corn),None,Unknown,Safe
955) acidity regulators (330,None,Unknown,Safe
salt butter,None,Unknown,Safe
moras 18%,None,Unknown,Safe
liquorice extrac,None,Unknown,Safe
beurre de cacao 4,None,Unknown,Safe
brie (milk,None,Unknown,Safe
acidity regulator (malic acid)),None,Unknown,Safe
coconut oil (tree nut),None,Unknown,Safe
copper citrate,None,Unknown,Safe
aroma de baunilha),None,Unknown,Safe
trace amounts of sodium benzoate and sulfites as preservatives,None,Unknown,Safe
de glucose,None,Unknown,Safe
emmental),None,Unknown,Safe
french custard base (sugar,None,Unknown,Safe
ekstrakt herbaty czarnej - 0,None,Unknown,Safe
chlorhydrate de thiamine,None,Unknown,Safe
fontina cheese (pasteurized whole milk,None,Unknown,Safe
natural capsicum flavoring,None,Unknown,Safe
pommes 60 %,None,Unknown,Safe
poudre de cacao (84,None,Unknown,Safe
camomille (32%),None,Unknown,Safe
annatto and,None,Unknown,Safe
lake),None,Unknown,Safe
sucre 6%,None,Unknown,Safe
yeast (contains potato starch),None,Unknown,Safe
yogurt (cultured pasteurized skim milk,None,Unknown,Safe
5% (dont sulfites),None,Unknown,Safe
saborlzante natural de queso,None,Unknown,Safe
propyl gallate with citric acid added to help prote,None,Unknown,Safe
cornstarch,None,Unknown,Safe
naturalvv laflavour),None,Unknown,Safe
de sodium,None,Unknown,Safe
monoglycerids and datem,None,Unknown,Safe
organic baking powder,None,Unknown,Safe
rice base (filtered water,None,Unknown,Safe
strawberry flavored filling (fructose,None,Unknown,Safe
ascorbic acid (to promote color,None,Unknown,Safe
zwiebeln frittiert (zwiebeln,None,Unknown,Safe
en faisant revenir,None,Unknown,Safe
concentrates (sweet potato,None,Unknown,Safe
codfish powder,None,Unknown,Safe
q e-476),None,Unknown,Safe
calcium disodium edta (to protect flavo,None,Unknown,Safe
vitamin (a,None,Unknown,Safe
vitaminc b12,None,Unknown,Safe
jus de citron 30%,None,Unknown,Safe
chopped toasted fructose salt,None,Unknown,Safe
colin (lieu) de l'alaska (theragra chalcogramma) 65 %,None,Unknown,Safe
vitamines (bi,None,Unknown,Safe
potassium benzoate (preservative) aspartame,None,Unknown,Safe
calcium pantohenate,None,Unknown,Safe
tartrates monopotassique),None,Unknown,Safe
chicken meat,None,Unknown,Safe
sossungsmittel aspartam,None,Unknown,Safe
color added (induces red 40,None,Unknown,Safe
creme de cacau (42%) (xarope de glicose e frutose,None,Unknown,Safe
millet gelly,None,Unknown,Safe
lentil crisps,None,Unknown,Safe
valeurs nutritionnelles 101jg de finis,None,Unknown,Safe
canola and sesame oil,None,Unknown,Safe
cacao maigre en poudre (12%),None,Unknown,Safe
e451),None,Unknown,Safe
chai poissons,None,Unknown,Safe
organic fruit juice concentrate (pear or apple),None,Unknown,Safe
citrate de tricalcium,None,Unknown,Safe
color titanium dioxide,None,Unknown,Safe
6 g(1),None,Unknown,Safe
2g 0,None,Unknown,Safe
organic expeller pressed sunlower seed oil),None,Unknown,Safe
partially dhydrogenated vegetable oil (soybean oil),None,Unknown,Safe
organic gluten free ginger cookies (organic coconut sugar,None,Unknown,Safe
ribofalvin folic acid,None,Unknown,Safe
roompoeder (melk),None,Unknown,Safe
poulet cuit (46%) (poulet,None,Unknown,Safe
xanthan gum (provides body),None,Unknown,Safe
enzyne,None,Unknown,Safe
prirodni ekstrakti (luka,None,Unknown,Safe
margarine (palm and canola oil),None,Unknown,Safe
multigrain mix (cracked wheat,None,Unknown,Safe
eisendiphosphat,None,Unknown,Safe
condiment (farine de riz,None,Unknown,Safe
natural beef casing,None,Unknown,Safe
fine asparagus spears,None,Unknown,Safe
groseille 8 %),None,Unknown,Safe
4% huile d'olive,None,Unknown,Safe
sodium bisulfate to preserve color),None,Unknown,Safe
viande de chevreuil 42 %,None,Unknown,Safe
preserva,None,Unknown,Safe
fully hydrogenated coconut fat,None,Unknown,Safe
vinaigre(alcool,None,Unknown,Safe
34% poires williams bio,None,Unknown,Safe
bay leaf) salt,None,Unknown,Safe
chaudin de porc,None,Unknown,Safe
vegetable powder (tomato,None,Unknown,Safe
oignoeqe%,None,Unknown,Safe
rote paprika 20%,None,Unknown,Safe
blanc d'oeufs,None,Unknown,Safe
4% (morceaux de cassis 7,None,Unknown,Safe
cream sodium phosphate,None,Unknown,Safe
infused dried cherries (red tar,None,Unknown,Safe
conseils de conservation avant,None,Unknown,Safe
amidons (mais cireux,None,Unknown,Safe
bolivie,None,Unknown,Safe
potassium sorsate as a preservative),None,Unknown,Safe
wholegrain mustard (water,None,Unknown,Safe
6% (champignons de paris,None,Unknown,Safe
tubinado sugar,None,Unknown,Safe
wheat prot,None,Unknown,Safe
cooked white basmati rice,None,Unknown,Safe
raisins (vegetable oil or sunflower oil),None,Unknown,Safe
mustard (filtered water,None,Unknown,Safe
sirop de riz brun (glucose) acidifiants,None,Unknown,Safe
fraises 25,None,Unknown,Safe
aurolyzed yeast extract,None,Unknown,Safe
porcini pasta base,None,Unknown,Safe
olive verte (sel,None,Unknown,Safe
tofu,None,Unknown,Safe
made from 100% pasteurized sheep's milk,None,Unknown,Safe
natural potassium citrate,None,Unknown,Safe
grape juice concentrate (color),None,Unknown,Safe
seasoning (codfish),None,Unknown,Safe
miel 23 % (amerique latine),None,Unknown,Safe
zucchero 7,None,Unknown,Safe
soy lecithin (an emulsifi,None,Unknown,Safe
poireau 76%,None,Unknown,Safe
5 % (dont emmental et lait)),None,Unknown,Safe
keep at room temperature,None,Unknown,Safe
byliny,None,Unknown,Safe
oignons ( 26%),None,Unknown,Safe
5%) (jambon de porc,None,Unknown,Safe
thiamine mononitrite,None,Unknown,Safe
sweetener (sorbitol),None,Unknown,Safe
guar gum),None,Unknown,Safe
wheat glu,None,Unknown,Safe
red roasted pepper,None,Unknown,Safe
reisvollkornmehl,None,Unknown,Safe
natural cocoa chocolate,None,Unknown,Safe
preservatives (calcium propionate and potassium sorbate),None,Unknown,Safe
natuurlijke aroma,None,Unknown,Safe
finely grated lemon peel,None,Unknown,Safe
sodium nitrate,None,Unknown,Safe
flocons de soja 15%,None,Unknown,Safe
4g (i5g nutritionnelles 165kjsoimokcal 0,None,Unknown,Safe
pflanzliche fette,None,Unknown,Safe
organic dijon mustard (organic apple coder vinegar,None,Unknown,Safe
shortening (partially hydrogenated soybean and cotton seed oils),None,Unknown,Safe
potassium sorbate,None,Unknown,Safe
dates) 24%,None,Unknown,Safe
limon otu,None,Unknown,Safe
cabillaud 10%,None,Unknown,Safe
fermented wheat in turkey,None,Unknown,Safe
dried mango chunks,None,Unknown,Safe
lentilles rouges cuites 16,None,Unknown,Safe
powdered cane sugar,None,Unknown,Safe
a oryzae),None,Unknown,Safe
farina di grano saraceno,None,Unknown,Safe
enriched durum wheat flour (niacin,None,Unknown,Safe
contains 2% or less of the following,None,Unknown,Safe
cerise noire 32%),None,Unknown,Safe
fraises 60 %,None,Unknown,Safe
cocoa butter (11%),None,Unknown,Safe
strawberry 45%,None,Unknown,Safe
calcium disodium edta to protect product quality),None,Unknown,Safe
i-cysteine,None,Unknown,Safe
parmesan (lait),None,Unknown,Safe
xanthan gum ascorbic acid (vitamin c),None,Unknown,Safe
natural lime flavor (contains soy lecithin),None,Unknown,Safe
champignons noirs),None,Unknown,Safe
potassium sorbate and sodium propitiate and sorbic acid (preservatives),None,Unknown,Safe
54% tomatenmark einfach konzentriert,None,Unknown,Safe
flours (maize,None,Unknown,Safe
j lettres du producteur,None,Unknown,Safe
soybean and partially hydrogenated soybean oils,None,Unknown,Safe
miel de romarin,None,Unknown,Safe
son d'avoine 23%,None,Unknown,Safe
higos secos (86%),None,Unknown,Safe
avant le blue sues,None,Unknown,Safe
35% birnen),None,Unknown,Safe
beet juice for color,None,Unknown,Safe
red and black pepper,None,Unknown,Safe
emulsifier (propylene glyco,None,Unknown,Safe
sorbitan monostearate (an emulsifier),None,Unknown,Safe
dried italian herbs,None,Unknown,Safe
paprika oleoresin (for,None,Unknown,Safe
organic chocolate liquor,None,Unknown,Safe
3 %) (ail,None,Unknown,Safe
prickly pear base (prickly pear puree,None,Unknown,Safe
organic large brown eggs,None,Unknown,Safe
acetes spp,None,Unknown,Safe
mixed berry (apple puree concentrate,None,Unknown,Safe
edible oils(palm oil,None,Unknown,Safe
soy lecithinl,None,Unknown,Safe
viande de porc 53% (suisse),None,Unknown,Safe
100% organic panca chili,None,Unknown,Safe
adulcoranti (ciclamato di sodio,None,Unknown,Safe
red and green jalapeno peppers (jalapeno peppers,None,Unknown,Safe
rice con,None,Unknown,Safe
aromas naturales (contienen gluten y apio),None,Unknown,Safe
tomate 61 %,None,Unknown,Safe
farine de malt de et farine de soja,None,Unknown,Safe
beurre 76 %,None,Unknown,Safe
sweetened condensed skim mi,None,Unknown,Safe
organic agave neclar,None,Unknown,Safe
algue marine lithothamnium calcareum,None,Unknown,Safe
(potassium sorbate and sodium benzoate (as preservatives),None,Unknown,Safe
ginger extract,None,Unknown,Safe
natural lemon puree,None,Unknown,Safe
and less than 2% sili,None,Unknown,Safe
banana puree (banana puree,None,Unknown,Safe
corn and/or palm olein) corn starch,None,Unknown,Safe
yinaigre dialcool,None,Unknown,Safe
thon (26%),None,Unknown,Safe
oat flour (contains wheat),None,Unknown,Safe
romarin (28%),None,Unknown,Safe
chocolat en poudre (13,None,Unknown,Safe
purple carrot juice concentrate),None,Unknown,Safe
maltodetrin,None,Unknown,Safe
anchovy (fish),None,Unknown,Safe
diced green onions,None,Unknown,Safe
potassium meta bisulphite (as preservative),None,Unknown,Safe
organic chipotle peppers),None,Unknown,Safe
fermentslactiques,None,Unknown,Safe
nutme,None,Unknown,Safe
enriched corn grits (corn grits,None,Unknown,Safe
20% chocolat noir (sucre,None,Unknown,Safe
mango puree (30%),None,Unknown,Safe
niellucciu,None,Unknown,Safe
kefir water (fermented with organic cane sugar,None,Unknown,Safe
strawberries (carob bean and/or xantahn gum and/or guar gums),None,Unknown,Safe
boneless pork,None,Unknown,Safe
edulcorantes  (maltitol,None,Unknown,Safe
malt syrup (corn syrup,None,Unknown,Safe
organically grown white tea,None,Unknown,Safe
vegetable powder (carrot,None,Unknown,Safe
malt flavor,None,Unknown,Safe
verduras 23% (calabacin,None,Unknown,Safe
cassis 5,None,Unknown,Safe
origine mexique (am)),None,Unknown,Safe
enzyme coagulante microbienne,None,Unknown,Safe
whole orange slices,None,Unknown,Safe
diced apples with erythorbic and citric acid to preserve color,None,Unknown,Safe
red pepper sauce),None,Unknown,Safe
pro portion 30g,None,Unknown,Safe
candienut,None,Unknown,Safe
tocopherols (to promote freshness),None,Unknown,Safe
de tette,None,Unknown,Safe
wheat flour enriched (niacin,None,Unknown,Safe
organic whole grain amaranth,None,Unknown,Safe
wheat flour (whole grain wheat flour,None,Unknown,Safe
sucre (contient sulfites),None,Unknown,Safe
enriched yellow corn meal (corn meal,None,Unknown,Safe
vegetable powder (onion,None,Unknown,Safe
vegetables gums,None,Unknown,Safe
sauce nuoc mam 3 % (jus d'anchois,None,Unknown,Safe
crackermeal (contains bleached wheat flour),None,Unknown,Safe
enriched with iron phosphate,None,Unknown,Safe
organic vanilla organic gua,None,Unknown,Safe
fruits confits 9,None,Unknown,Safe
conservateurs (e262i,None,Unknown,Safe
sliced jalapeno peppers (jalapeno peppers,None,Unknown,Safe
antioxidationsmittel (alpha-tocopherol,None,Unknown,Safe
sodium acid pyrophosphate to retain natural juices,None,Unknown,Safe
chocolate fudge cake (wheat flour,None,Unknown,Safe
devon spring water,None,Unknown,Safe
organic barley malt,None,Unknown,Safe
stabilisant (e 420),None,Unknown,Safe
antioxidant (e300)),None,Unknown,Safe
contains 2% or less flavorings,None,Unknown,Safe
cacao maigre 7%,None,Unknown,Safe
raisins 35%,None,Unknown,Safe
surutka u prahu,None,Unknown,Safe
carotte iaune,None,Unknown,Safe
sulfates ferreux de cuivre,None,Unknown,Safe
nonfat milk solids),None,Unknown,Safe
fourrage aux framboises (sirop de glucose-fructose,None,Unknown,Safe
groseilles en morceaux,None,Unknown,Safe
liquorice root elderfiowers 3%,None,Unknown,Safe
organic organic carbohydrate blend (organic evaporated cane juice,None,Unknown,Safe
green gram,None,Unknown,Safe
sucre acidifiant (acide citrique),None,Unknown,Safe
wheat flour natural flour (contains milk),None,Unknown,Safe
emulsifier (mono-and diglycerides),None,Unknown,Safe
pure bourbon madagascar vanilla extract,None,Unknown,Safe
(leche),None,Unknown,Safe
021%),None,Unknown,Safe
(non-hydrogenated),None,Unknown,Safe
cinnamon filling 35% (sugar,None,Unknown,Safe
viande de dinde halal 63 %,None,Unknown,Safe
5% cashewkerne,None,Unknown,Safe
soybean oil (with tbhq and citric acid),None,Unknown,Safe
pulpe de citron 4%,None,Unknown,Safe
palmfett,None,Unknown,Safe
2% (cacao maigre en poudre,None,Unknown,Safe
black raspberry base (corn syrup,None,Unknown,Safe
spic,None,Unknown,Safe
(sulphate),None,Unknown,Safe
filet de poulet 33%,None,Unknown,Safe
sweet cream b,None,Unknown,Safe
black raspberry puree corn syrup,None,Unknown,Safe
concentrated butter (betacaroten coloring),None,Unknown,Safe
organic soya lecithin),None,Unknown,Safe
peppers (45%),None,Unknown,Safe
7% de sucre roux,None,Unknown,Safe
thon au naturel 35% (thon,None,Unknown,Safe
paprika 26%,None,Unknown,Safe
real fruit juice (% 1,None,Unknown,Safe
lentilles blonde du canada,None,Unknown,Safe
lentils tomatoes,None,Unknown,Safe
sustainable palm on,None,Unknown,Safe
hazelnuts),None,Unknown,Safe
thiamine monenitrate,None,Unknown,Safe
pur boeuf,None,Unknown,Safe
grain blend (molasses,None,Unknown,Safe
palm kernel and soybean oils,None,Unknown,Safe
jaggery (11%),None,Unknown,Safe
algues kombu,None,Unknown,Safe
coffee extract 0,None,Unknown,Safe
de ble dur,None,Unknown,Safe
sucre 97%,None,Unknown,Safe
tahini (ground seasame),None,Unknown,Safe
bees,None,Unknown,Safe
gelatine porcine),None,Unknown,Safe
dried figs (figs,None,Unknown,Safe
sans oeuf,None,Unknown,Safe
salt and preservatives,None,Unknown,Safe
olives noires 4% (eau,None,Unknown,Safe
organic baobab fruit powder,None,Unknown,Safe
raiz de apio),None,Unknown,Safe
citric acid in propyl,None,Unknown,Safe
champignons de paris 16,None,Unknown,Safe
salt) sea salt,None,Unknown,Safe
carrageenan (from seaweed),None,Unknown,Safe
greek extra virgin olive oil,None,Unknown,Safe
fibre de citron vert,None,Unknown,Safe
pulpe (orange,None,Unknown,Safe
carignan,None,Unknown,Safe
sugah,None,Unknown,Safe
organic wholewheat flour,None,Unknown,Safe
choux-fleurs en fleurettes 19 %,None,Unknown,Safe
oeufs lait,None,Unknown,Safe
calcium chloride (as a firming agent) and sweetener,None,Unknown,Safe
aptelsaltkonzentrat,None,Unknown,Safe
farine de froment 61 %,None,Unknown,Safe
56802 svltavy,None,Unknown,Safe
monosod,None,Unknown,Safe
pear fruit juice,None,Unknown,Safe
038%,None,Unknown,Safe
pommes - framboises,None,Unknown,Safe
cocoa (3%),None,Unknown,Safe
rennet enzymes,None,Unknown,Safe
natural and artificial flavor (hydrolyzed soy protein,None,Unknown,Safe
disodium phosphate and sodium citrate (controls acidity),None,Unknown,Safe
huile de colza)levure de boulangerie,None,Unknown,Safe
invertase of yeast,None,Unknown,Safe
gomme xanthane et gomme guar,None,Unknown,Safe
vitamin e (tocopherols),None,Unknown,Safe
yogurt chips (dried cane syrup,None,Unknown,Safe
whey proteinconcentrate,None,Unknown,Safe
semolina f,None,Unknown,Safe
eau 66 % pomme 17 % concombre 14 % menthe 1 % romarin 1%  citron 1%,None,Unknown,Safe
cultured buttermilk (cultured pasteurized part-skim milk,None,Unknown,Safe
abricots 34 %,None,Unknown,Safe
acidlty regulators (330,None,Unknown,Safe
and/or soybean oils),None,Unknown,Safe
maitodextrine,None,Unknown,Safe
fresh roasted jalapeno peppers,None,Unknown,Safe
british boneless pork belly joint,None,Unknown,Safe
foie de morue (996),None,Unknown,Safe
lait entier bio 97 %,None,Unknown,Safe
organic colby jack cheese (organic pasteurized milk,None,Unknown,Safe
4 % jus de betterave rouge,None,Unknown,Safe
leaf lettuce,None,Unknown,Safe
flocons de pomme de terre,None,Unknown,Safe
myrtille sauvage,None,Unknown,Safe
) stabilisant,None,Unknown,Safe
enzymes) hatch chile peppers,None,Unknown,Safe
pistaches 6%,None,Unknown,Safe
emulsjfier (sunflower contains almonds,None,Unknown,Safe
reis 17%,None,Unknown,Safe
cooked ham 6%,None,Unknown,Safe
poire 49,None,Unknown,Safe
du soya,None,Unknown,Safe
chicken liver,None,Unknown,Safe
knoblauchpulver),None,Unknown,Safe
6% (poitrine de porc 11,None,Unknown,Safe
natural flavor (contains soybeans and lipolyzed bu,None,Unknown,Safe
parmesan cheese (cultured pasteurized mi,None,Unknown,Safe
metabisulphite (as a preservative),None,Unknown,Safe
